,end_date,Party,Percent,Weighted,pdf
504,12/12/2017,Republican,36,0.055892214,0.11396535
505,12/12/2017,Republican,29,0.10082361,0.006899348
506,12/11/2017,Republican,36,0.155654243,0.11396535
507,12/7/2017,Republican,37,0.088294748,0.119104533
508,12/5/2017,Republican,36,0.106449986,0.11396535
509,12/5/2017,Republican,31,0.107776962,0.024007523
510,12/3/2017,Republican,38,0.167831456,0.113860707
511,11/28/2017,Republican,35,0.101635276,0.099748756
512,11/28/2017,Republican,30,0.104300286,0.013456516
513,11/25/2017,Republican,36,0.158759366,0.11396535
514,11/22/2017,Republican,28,0.097346933,0.00323574
515,11/21/2017,Republican,33,0.097287219,0.058485361
516,11/19/2017,Republican,36,0.205893541,0.11396535
517,11/15/2017,Republican,40,0.070948965,0.079640764
518,11/14/2017,Republican,34,0.096024381,0.079860545
519,11/14/2017,Republican,31,0.107776962,0.024007523
520,11/11/2017,Republican,36,0.158679748,0.11396535
521,11/9/2017,Republican,36,0.067675758,0.11396535
522,11/7/2017,Republican,33,0.096995285,0.058485361
523,11/7/2017,Republican,30,0.104300286,0.013456516
524,11/6/2017,Republican,39,0.1716443,0.099565662
525,11/5/2017,Republican,40,0.080503189,0.079640764
526,11/1/2017,Republican,40,0.078203098,0.079640764
527,10/31/2017,Republican,36,0.101752493,0.11396535
528,10/31/2017,Republican,31,0.123271614,0.024007523
529,10/30/2017,Republican,38,0.167243164,0.113860707
530,10/30/2017,Republican,37,0.13902945,0.119104533
531,10/24/2017,Republican,35,0.077793947,0.099748756
532,10/24/2017,Republican,33,0.095608595,0.058485361
533,10/24/2017,Republican,28,0.145648847,0.00323574
534,10/23/2017,Republican,36,0.158281655,0.11396535
535,10/16/2017,Republican,33,0.096338432,0.058485361
536,10/16/2017,Republican,37,0.162923858,0.119104533
537,10/15/2017,Republican,38,0.075133361,0.113860707
538,10/10/2017,Republican,33,0.092835216,0.058485361
539,10/9/2017,Republican,37,0.163333009,0.119104533
540,10/3/2017,Republican,32,0.091508241,0.039178897
541,10/1/2017,Republican,39,0.171816807,0.099565662
542,9/26/2017,Republican,34,0.093618132,0.079860545
543,9/25/2017,Republican,37,0.070783093,0.119104533
544,9/24/2017,Republican,38,0.166991038,0.113860707
545,9/20/2017,Republican,43,0.089298826,0.023875565
546,9/19/2017,Republican,33,0.093273118,0.058485361
547,9/17/2017,Republican,37,0.163169349,0.119104533
548,9/12/2017,Republican,31,0.089745575,0.024007523
549,9/11/2017,Republican,37,0.161696406,0.119104533
550,9/5/2017,Republican,33,0.09509771,0.058485361
551,9/3/2017,Republican,38,0.167495289,0.113860707
552,8/29/2017,Republican,32,0.09044666,0.039178897
553,8/28/2017,Republican,36,0.159157459,0.11396535
554,8/22/2017,Republican,33,0.096046497,0.058485361
555,8/21/2017,Republican,35,0.068659932,0.099748756
556,8/19/2017,Republican,36,0.158202036,0.11396535
557,8/17/2017,Republican,40,0.088465043,0.079640764
558,8/15/2017,Republican,33,0.093565053,0.058485361
559,8/14/2017,Republican,38,0.167831456,0.113860707
560,8/12/2017,Republican,40,0.078114633,0.079640764
561,8/8/2017,Republican,34,0.097979458,0.079860545
562,8/6/2017,Republican,42,0.08555012,0.038999358
563,8/6/2017,Republican,36,0.158600129,0.11396535
564,8/1/2017,Republican,34,0.098956997,0.079860545
565,7/29/2017,Republican,37,0.161369085,0.119104533
566,7/25/2017,Republican,34,0.096400357,0.079860545
567,7/24/2017,Republican,40,0.352179336,0.079640764
568,7/18/2017,Republican,34,0.095046842,0.079860545
569,7/17/2017,Republican,40,0.073956776,0.079640764
570,7/15/2017,Republican,40,0.176399296,0.079640764
571,7/11/2017,Republican,32,0.090163572,0.039178897
572,7/9/2017,Republican,40,0.17542618,0.079640764
573,7/4/2017,Republican,35,0.101403056,0.099748756
574,6/30/2017,Republican,39,0.171558046,0.099565662
575,6/27/2017,Republican,41,0.092218172,0.058270853
576,6/27/2017,Republican,35,0.099003441,0.099748756
577,6/25/2017,Republican,38,NA,0.113860707
578,6/24/2017,Republican,40,0.176399296,0.079640764
579,6/20/2017,Republican,35,0.098384186,0.099748756
580,6/19/2017,Republican,37,0.167833668,0.119104533
581,6/13/2017,Republican,36,0.103344863,0.11396535
582,6/12/2017,Republican,39,0.172420581,0.099565662
583,6/11/2017,Republican,40,0.07174515,0.079640764
584,6/6/2017,Republican,37,0.10433346,0.119104533
585,6/2/2017,Republican,39,0.172420581,0.099565662
586,5/30/2017,Republican,33,0.092397314,0.058485361
587,5/30/2017,Republican,39,0.171730553,0.099565662
588,5/23/2017,Republican,36,0.10079707,0.11396535
589,5/22/2017,Republican,37,0.158586859,0.119104533
590,5/16/2017,Republican,33,0.094367873,0.058485361
591,5/14/2017,Republican,35,0.154891232,0.099748756
592,5/14/2017,Republican,38,0.058156919,0.113860707
593,5/11/2017,Republican,37,0.141648015,0.119104533
594,5/9/2017,Republican,35,0.098926034,0.099748756
595,5/6/2017,Republican,36,0.158918603,0.11396535
596,5/2/2017,Republican,35,NA,0.099748756
597,4/30/2017,Republican,41,0.181171985,0.058270853
598,4/25/2017,Republican,42,0.09372429,0.038999358
599,4/25/2017,Republican,34,0.096926724,0.079860545
600,4/25/2017,Republican,41,0.091492759,0.058270853
601,4/24/2017,Republican,44,0.197737064,0.013370264
602,4/20/2017,Republican,42,0.154659011,0.038999358
603,4/18/2017,Republican,41,0.058758482,0.058270853
604,4/18/2017,Republican,32,0.090871292,0.039178897
605,4/15/2017,Republican,40,0.176222366,0.079640764
606,4/12/2017,Republican,38,0.073032316,0.113860707
607,4/11/2017,Republican,37,0.108343138,0.119104533
608,4/9/2017,Republican,40,0.175868506,0.079640764
609,4/1/2017,Republican,39,0.172075567,0.099565662
610,3/28/2017,Republican,43,0.064382647,0.023875565
611,3/27/2017,Republican,38,0.076141863,0.113860707
612,3/12/2017,Republican,41,0.073266749,0.058270853
613,2/22/2017,Republican,43,0.089489026,0.023875565
614,2/8/2017,Republican,41,0.064561788,0.058270853
615,1/31/2017,Republican,42,0.067344014,0.038999358
616,1/24/2017,Republican,40,0.09226904,0.079640764
